	15C	15H	26C	26H	27C	27H	28C	28H	29C	29H	2C	2H	4C	4H	
isogroupTR101698_c6_g1	10	8	16	9	6	3	7	3	9	6	13	6	12	10	
isogroupTR101701_c1_g1	7	12	30	6	53	48	13	14	37	45	10	5	52	49	
isogroupTR101703_c1_g1	2	7	7	4	3	0	7	2	6	7	11	6	9	4	
isogroupTR101708_c2_g1	1	0	2	0	0	0	1	1	0	0	1	1	3	0	
isogroupTR101708_c5_g1	1	0	10	2	0	6	2	1	4	0	7	4	0	0	
isogroupTR101709_c5_g2	34	15	89	22	28	23	30	25	13	39	39	45	40	35	
isogroupTR101709_c6_g7	35	22	62	15	16	31	34	22	33	56	71	61	46	25	
isogroupTR101710_c5_g2	44	39	52	29	13	13	13	8	6	44	40	40	38	27	
isogroupTR101712_c0_g1	3	3	19	7	8	4	3	3	0	5	8	4	8	7	
isogroupTR101715_c0_g1	5	9	21	8	3	1	11	14	9	11	11	5	14	7	
isogroupTR101715_c0_g2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
isogroupTR101716_c13_g1	622	434	1256	744	724	429	813	499	245	471	790	874	1029	744	
isogroupTR101716_c14_g1	8	14	34	21	15	9	15	5	11	23	21	18	25	12	
isogroupTR101716_c9_g1	105	28	194	37	42	56	51	47	23	74	128	83	79	76	
isogroupTR101717_c2_g2	202	18	33	4	5	283	4	18	455	92	170	41	15	16	
isogroupTR101717_c3_g1	33	7	68	14	30	22	29	21	14	16	21	24	25	17	
isogroupTR101718_c7_g4	35	23	48	19	13	44	17	22	30	39	73	49	58	45	
isogroupTR101719_c5_g1	51	31	167	58	36	56	62	57	13	35	76	77	39	37	
isogroupTR101719_c5_g3	14	11	30	10	9	9	6	3	12	7	29	16	12	13	
isogroupTR101719_c6_g1	308	129	574	129	122	228	106	68	114	317	354	274	180	165	
isogroupTR101719_c6_g2	120	82	217	80	83	53	79	37	63	72	190	109	114	108	
isogroupTR101720_c2_g1	110	113	185	148	134	174	56	173	14	105	90	292	35	64	
isogroupTR101720_c3_g5	5	5	20	3	15	7	7	1	5	4	4	6	2	4	
isogroupTR101722_c2_g1	5	5	13	14	11	4	5	0	5	7	4	12	14	11	
isogroupTR101723_c10_g1	35	13	30	12	16	134	9	47	2	41	21	43	12	18	
isogroupTR101723_c14_g2	57	8	245	6	201	16	9	5	48	59	28	13	69	16	
isogroupTR101725_c4_g1	33	17	59	25	17	25	21	17	21	33	32	38	34	43	
isogroupTR101726_c7_g1	110	93	216	83	93	119	92	98	37	103	169	178	159	130	
isogroupTR101726_c8_g2	0	0	2	4	1	0	0	0	2	1	2	1	3	6	
isogroupTR101726_c9_g4	209	237	621	358	420	149	434	128	107	202	400	335	531	396	
isogroupTR101727_c0_g1	19	24	103	45	32	57	39	28	24	37	38	53	46	34	
isogroupTR101729_c0_g1	45	29	86	70	32	66	48	45	59	50	87	91	56	47	
isogroupTR101730_c1_g1	395	110	502	171	187	133	153	115	113	298	335	209	168	147	
isogroupTR101730_c2_g1	175	92	222	75	77	189	64	79	35	227	182	144	124	109	
isogroupTR101764_c0_g1	2	1	2	0	0	2	0	0	0	0	1	1	0	2	
isogroupTR101776_c2_g1	7	3	17	3	14	5	3	6	5	8	8	5	3	1	
isogroupTR101786_c0_g1	32	11	20	5	13	3	8	2	7	12	26	31	24	12	
isogroupTR101788_c1_g1	2	2	2	2	1	1	2	1	2	2	3	2	2	2	
isogroupTR101799_c0_g1	33	26	45	10	17	17	16	7	19	13	68	27	47	21	
isogroupTR101808_c0_g1	3	3	7	5	9	2	8	5	2	2	1	5	4	2	
isogroupTR101831_c1_g2	0	0	0	0	1	0	0	0	0	0	2	1	0	1	
isogroupTR101861_c0_g1	6	4	7	32	9	15	9	12	2	15	11	33	3	10	
isogroupTR101867_c0_g1	3	1	11	4	6	0	4	2	0	5	2	6	6	3	
isogroupTR101904_c0_g1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	
isogroupTR101909_c1_g2	2	2	1	1	0	10	1	1	1	3	2	5	2	1	
isogroupTR101912_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR101918_c0_g1	4	2	3	2	3	3	0	0	1	0	1	3	3	4	
isogroupTR101918_c0_g2	0	3	1	2	6	0	4	1	1	2	4	4	4	10	
isogroupTR102019_c0_g1	1	1	0	2	0	0	0	0	0	0	1	2	2	0	
isogroupTR102030_c0_g2	0	0	6	2	0	0	0	0	1	0	2	0	1	1	
isogroupTR102072_c0_g1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	
isogroupTR102084_c0_g1	26	3	17	6	4	1	2	7	1	2	3	0	6	4	
isogroupTR102088_c0_g1	9	2	58	13	15	3	30	11	3	13	8	15	38	18	
isogroupTR102089_c0_g1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	
isogroupTR102096_c0_g1	0	0	11	1	0	0	5	0	3	6	0	3	0	7	
isogroupTR102111_c0_g3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	
isogroupTR102112_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR102113_c0_g1	6	6	23	5	9	9	9	5	4	6	14	4	9	3	
isogroupTR102113_c0_g2	1	2	4	1	0	1	0	3	1	0	0	4	1	1	
isogroupTR102142_c0_g1	7	6	17	17	6	2	14	6	2	3	9	11	20	7	
isogroupTR102143_c1_g1	2	0	6	2	1	0	3	4	0	0	9	6	2	0	
isogroupTR102146_c0_g1	4	0	5	3	1	1	3	0	0	1	5	1	7	2	
isogroupTR102150_c0_g1	29	23	86	33	43	15	44	26	21	46	43	45	59	38	
isogroupTR102161_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR102163_c2_g1	646	372	1217	583	815	669	993	609	449	495	1435	967	805	647	
isogroupTR102166_c0_g1	0	2	30	8	12	5	13	3	11	37	5	2	1	0	
isogroupTR102167_c0_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR102173_c0_g1	2	2	3	0	3	11	3	0	2	4	14	8	3	5	
isogroupTR102178_c0_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR102181_c0_g1	501	129	126	83	36	641	53	49	228	247	451	140	87	132	
isogroupTR102190_c0_g1	22	14	35	12	23	22	17	10	10	14	51	33	28	12	
isogroupTR102202_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR102208_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroupTR102212_c2_g1	4	1	8	1	0	1	5	1	2	5	8	4	10	31	
isogroupTR102212_c3_g1	0	0	0	1	3	3	0	1	3	1	3	2	1	1	
isogroupTR102217_c0_g1	13	8	31	6	17	5	6	14	2	13	14	10	36	10	
isogroupTR102218_c3_g2	279	149	555	180	257	150	174	169	68	157	141	196	232	164	
isogroupTR102218_c4_g1	26	23	38	19	38	11	25	10	22	17	11	19	29	16	
isogroupTR102218_c5_g1	3	0	2	0	1	0	0	1	0	2	4	5	4	4	
isogroupTR102220_c11_g1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	
isogroupTR102220_c12_g2	71	29	97	30	79	66	46	24	29	40	94	60	116	59	
isogroupTR102223_c10_g1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	
isogroupTR102223_c6_g2	2	0	2	1	5	4	1	0	2	1	3	2	4	5	
isogroupTR102223_c7_g2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	
isogroupTR102223_c8_g3	23	15	24	7	17	33	7	5	6	9	18	18	17	18	
isogroupTR102224_c1_g1	0	0	1	0	0	0	0	0	1	3	0	1	3	10	
isogroupTR102226_c1_g1	49	43	57	17	26	29	19	13	18	31	100	84	38	37	
isogroupTR102227_c0_g6	8	2	27	5	1	7	2	6	1	8	20	11	9	9	
isogroupTR102227_c0_g8	0	3	0	0	3	0	0	1	1	0	3	1	5	3	
isogroupTR102229_c6_g1	0	1	14	2	4	7	6	1	3	6	1	15	7	7	
isogroupTR102229_c6_g2	7	8	31	11	4	12	5	10	7	9	13	13	10	14	
isogroupTR102229_c8_g2	4	20	5	23	22	9	21	5	5	5	22	8	38	28	
isogroupTR102233_c0_g1	1	0	2	0	1	0	0	0	0	3	2	1	1	0	
isogroupTR102234_c0_g1	122	73	272	107	87	207	161	143	235	213	252	190	130	89	
isogroupTR102235_c0_g1	382	226	887	148	189	174	200	166	150	429	338	623	368	356	
isogroupTR102236_c0_g1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR102236_c1_g1	27	9	27	8	14	21	11	9	10	19	26	15	13	14	
isogroupTR102236_c2_g2	4	3	4	0	1	5	3	1	1	2	3	0	6	2	
isogroupTR102238_c3_g1	14	27	28	24	20	12	12	4	10	9	26	14	25	30	
isogroupTR102240_c2_g2	3	3	5	3	0	1	2	1	2	0	2	2	4	3	
isogroupTR102241_c0_g1	158	63	349	69	101	155	125	75	82	89	131	98	182	73	
isogroupTR102242_c0_g1	168	164	320	122	180	154	162	76	104	145	315	254	94	132	
isogroupTR102244_c6_g2	56	36	75	29	45	65	25	25	21	53	36	40	32	29	
isogroupTR102244_c6_g3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	
isogroupTR102246_c3_g1	87	47	210	61	102	183	71	74	57	115	121	136	78	75	
isogroupTR102248_c3_g6	0	0	1	2	0	0	0	0	0	0	0	0	0	0	
isogroupTR102248_c3_g7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroupTR102249_c8_g1	13	11	30	15	5	7	9	4	3	13	13	6	11	13	
isogroupTR102249_c8_g2	2	0	2	4	0	0	1	2	0	1	3	3	4	1	
isogroupTR102250_c1_g1	6	5	19	11	19	25	13	10	4	16	43	25	20	24	
isogroupTR102259_c2_g1	1	7	3	3	5	2	1	0	1	3	4	0	0	5	
isogroupTR102259_c3_g1	0	0	4	0	4	0	5	1	2	4	4	1	4	1	
isogroupTR102260_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroupTR102262_c1_g1	58	41	168	54	64	94	54	50	33	84	106	93	96	50	
isogroupTR102264_c0_g1	2	1	21	6	7	0	7	1	24	26	0	4	6	4	
isogroupTR102271_c3_g1	2	2	2	0	1	0	0	0	0	3	0	0	2	0	
isogroupTR102271_c5_g1	1	0	1	3	2	1	2	0	0	0	3	0	2	0	
isogroupTR102272_c0_g1	13	5	16	11	5	7	10	8	2	3	6	6	12	7	
isogroupTR102273_c4_g1	1	0	14	1	1	4	2	2	3	1	7	2	3	6	
isogroupTR102273_c5_g1	16	20	21	6	6	6	8	5	7	7	16	24	21	6	
isogroupTR102276_c0_g1	1	5	7	2	4	0	7	4	0	9	18	17	8	2	
isogroupTR102278_c6_g1	38	36	90	31	56	51	50	22	26	26	93	62	67	49	
isogroupTR102278_c7_g1	91	59	198	143	115	58	144	103	35	44	119	113	119	105	
isogroupTR102278_c8_g1	193	109	206	106	92	142	88	52	100	78	239	129	140	138	
isogroupTR102280_c0_g1	603	631	1633	663	626	420	680	377	676	646	1154	704	1140	1048	
isogroupTR102281_c11_g1	811	428	694	338	295	970	394	416	532	631	1014	506	508	425	
isogroupTR102281_c14_g4	88	84	205	104	97	95	84	71	85	116	233	170	118	105	
isogroupTR102282_c1_g3	50	11	67	5	15	14	13	5	19	17	24	3	7	8	
isogroupTR102283_c2_g1	5	1	9	3	2	2	2	1	2	8	6	7	4	2	
isogroupTR102283_c3_g1	4	0	4	2	1	2	0	1	1	2	3	4	6	4	
isogroupTR102283_c4_g1	10	12	4	9	6	8	9	6	7	7	18	14	16	9	
isogroupTR102284_c0_g1	8	2	42	7	10	3	10	1	0	5	11	10	10	2	
isogroupTR102285_c0_g4	15	8	38	16	19	9	10	3	13	10	27	18	24	27	
isogroupTR102287_c0_g1	416	84	659	155	115	232	173	203	122	239	395	268	225	157	
isogroupTR102290_c1_g2	0	4	5	8	2	1	6	2	2	1	3	3	2	1	
isogroupTR102290_c1_g3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroupTR102291_c2_g1	50	55	128	64	39	58	37	27	32	67	96	92	64	57	
isogroupTR102294_c0_g1	22	3	30	13	24	72	20	19	5	24	55	54	67	53	
isogroupTR102295_c0_g1	10	3	31	8	12	10	7	7	9	16	16	20	14	16	
isogroupTR102297_c0_g1	71	40	168	66	71	81	81	76	70	117	133	101	76	84	
isogroupTR102299_c2_g2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	
isogroupTR102300_c0_g1	2	0	2	0	1	1	0	0	0	0	2	2	0	0	
isogroupTR102301_c6_g1	2	0	13	7	5	1	6	7	0	1	2	9	17	11	
isogroupTR102301_c7_g1	5	12	3	7	9	2	9	5	3	2	3	3	13	3	
isogroupTR102301_c7_g3	261	85	288	58	219	54	81	61	24	87	168	176	67	36	
isogroupTR102302_c0_g1	6	9	9	12	6	12	10	2	4	5	12	12	8	10	
isogroupTR102303_c11_g1	42	16	74	17	24	21	16	15	14	22	40	25	40	23	
isogroupTR102303_c12_g3	9	2	0	0	1	0	0	0	0	1	13	19	0	0	
isogroupTR102303_c12_g4	41	2	15	2	0	0	6	3	0	1	0	0	0	1	
isogroupTR102303_c12_g6	11	2	18	2	1	15	3	6	2	22	13	8	2	1	
isogroupTR102303_c8_g1	8	3	12	9	6	6	6	0	3	9	5	6	5	7	
isogroupTR102304_c0_g1	27	24	88	27	8	19	44	15	52	37	275	122	28	27	
isogroupTR102306_c3_g1	39	9	77	23	21	37	29	16	26	46	52	48	40	27	
isogroupTR102306_c4_g2	1	1	0	1	2	1	1	0	2	0	3	2	0	0	
isogroupTR102306_c4_g3	0	0	0	0	0	0	0	0	1	0	0	1	1	1	
isogroupTR102306_c4_g4	7	0	3	2	1	0	0	0	0	4	2	1	0	0	
isogroupTR102324_c0_g1	32	18	35	18	14	12	17	19	7	17	21	37	22	21	
isogroupTR102354_c1_g1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	
isogroupTR102363_c0_g1	47	62	94	94	65	42	51	31	76	36	118	94	52	75	
isogroupTR102370_c0_g1	7	4	15	5	0	5	7	6	3	7	4	14	7	8	
isogroupTR102384_c0_g1	16	11	36	16	15	7	11	2	9	13	12	6	13	20	
isogroupTR102391_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR102398_c0_g1	1	0	1	2	0	1	1	0	0	0	0	2	1	1	
isogroupTR102405_c0_g3	15	8	40	11	19	8	18	2	2	6	10	5	17	6	
isogroupTR102405_c0_g4	50	12	161	26	79	27	111	42	19	20	80	55	165	39	
isogroupTR102406_c0_g1	0	2	0	2	1	1	0	0	0	0	2	1	0	2	
isogroupTR102409_c0_g1	0	0	0	1	3	0	0	0	0	1	0	0	2	2	
isogroupTR102409_c0_g2	1	1	0	0	0	0	0	0	0	0	3	0	0	1	
isogroupTR102449_c0_g1	0	1	1	0	3	0	1	1	0	0	0	5	2	1	
isogroupTR102497_c3_g2	14	9	31	8	15	6	11	12	7	6	18	11	17	9	
isogroupTR102498_c1_g2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroupTR102498_c2_g1	9	7	56	9	26	5	18	4	5	9	23	27	19	5	
isogroupTR102500_c10_g1	193	125	307	110	122	248	118	111	91	167	249	224	149	133	
isogroupTR102500_c11_g1	22	32	25	28	12	7	24	14	3	22	32	40	30	24	
isogroupTR102500_c8_g1	7	16	37	14	15	5	16	7	5	9	17	10	11	17	
isogroupTR102502_c4_g3	110	123	362	120	237	68	110	45	69	128	208	175	202	195	
isogroupTR102503_c0_g1	243	139	332	136	169	187	147	68	158	178	291	213	151	159	
isogroupTR102505_c3_g1	20	10	16	14	12	17	6	5	3	7	15	11	27	15	
isogroupTR102505_c3_g3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR102506_c0_g1	71	68	164	96	89	80	91	54	63	61	151	107	108	82	
isogroupTR102509_c1_g1	4	5	7	2	2	6	6	4	0	4	3	2	8	8	
isogroupTR102510_c2_g1	33	21	51	12	33	21	10	10	18	24	39	50	34	22	
isogroupTR102510_c3_g1	2	6	1	0	1	3	0	0	2	1	1	5	1	3	
isogroupTR102511_c5_g1	269	200	580	230	242	289	207	171	165	306	420	304	360	305	
isogroupTR102511_c5_g4	0	0	0	0	0	0	0	0	0	0	3	1	2	0	
isogroupTR102511_c5_g6	36	20	48	21	48	21	21	16	9	18	45	27	33	30	
isogroupTR102515_c7_g1	101	50	50	19	14	23	19	19	17	29	52	28	33	20	
isogroupTR102516_c13_g1	2125	1016	2659	1083	2567	1922	1372	726	887	1222	3336	1982	1545	968	
isogroupTR102516_c16_g1	1	6	3	8	12	13	8	6	4	8	15	14	9	4	
isogroupTR102516_c17_g2	51	60	132	87	90	158	75	88	69	65	146	103	61	60	
isogroupTR102517_c3_g1	0	0	28	2	13	17	8	1	9	17	48	20	10	4	
isogroupTR102517_c4_g1	1	2	1	0	1	9	0	0	13	13	1	1	9	9	
isogroupTR102517_c4_g2	241	55	266	74	66	136	125	62	111	106	279	127	153	90	
isogroupTR102521_c4_g5	1	1	4	0	1	3	1	0	1	0	3	0	1	0	
isogroupTR102521_c4_g7	0	1	20	3	0	0	1	1	0	5	0	3	0	1	
isogroupTR102521_c4_g8	2	0	3	0	0	0	1	0	0	0	0	0	1	0	
isogroupTR102525_c0_g1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	
isogroupTR102525_c1_g1	1	0	6	0	2	3	5	1	1	2	0	4	2	0	
isogroupTR102525_c1_g2	28	15	46	15	15	4	18	16	2	8	43	33	18	10	
isogroupTR102526_c3_g1	25	29	54	18	33	14	26	9	22	18	59	37	40	27	
isogroupTR102526_c3_g3	385	172	399	64	196	162	115	44	95	171	286	181	278	201	
isogroupTR102526_c3_g5	0	1	2	0	3	0	2	1	6	1	0	1	0	0	
isogroupTR102527_c3_g1	15	12	34	16	15	35	23	6	10	18	33	16	29	25	
isogroupTR102530_c2_g1	3	5	1	2	0	1	1	0	1	3	6	2	5	1	
isogroupTR102530_c4_g2	1	0	6	1	0	1	1	0	2	3	1	2	1	0	
isogroupTR102530_c6_g1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR102530_c6_g2	4	1	1	0	0	0	0	0	0	2	1	0	0	0	
isogroupTR102530_c6_g3	1	0	1	0	0	1	0	0	0	0	0	0	1	0	
isogroupTR102531_c0_g1	974	646	199	70	174	1097	89	78	473	237	1328	368	179	271	
isogroupTR102531_c1_g1	65	38	85	34	68	9	26	17	10	29	51	47	73	44	
isogroupTR102532_c3_g1	1	0	2	0	2	0	1	0	0	0	0	0	2	0	
isogroupTR102532_c4_g1	0	1	0	3	0	3	0	1	0	1	0	0	1	0	
isogroupTR102535_c5_g2	89	23	181	37	55	22	67	28	10	22	64	53	113	24	
isogroupTR102535_c6_g1	0	0	4	0	0	0	1	1	1	0	2	0	1	1	
isogroupTR102535_c7_g2	7	7	18	1	6	7	6	4	6	4	9	5	8	8	
isogroupTR102535_c7_g4	1	2	2	1	2	2	0	5	0	5	2	9	4	1	
isogroupTR102536_c2_g1	1	5	15	5	4	1	3	2	0	8	5	5	2	4	
isogroupTR102536_c3_g2	32	11	75	20	34	50	22	23	13	24	28	19	63	41	
isogroupTR102536_c3_g4	2	4	8	7	4	0	2	5	3	2	13	8	3	3	
isogroupTR102536_c3_g6	2	2	0	1	0	0	0	0	1	0	2	0	0	1	
isogroupTR102537_c2_g1	4	5	7	12	8	0	6	4	2	10	5	6	8	3	
isogroupTR102538_c1_g1	34	21	66	19	31	17	15	18	6	31	40	35	29	22	
isogroupTR102538_c2_g1	0	3	1	6	6	7	6	2	3	9	7	11	9	9	
isogroupTR102539_c10_g13	224	107	504	147	172	64	215	118	100	296	274	187	277	156	
isogroupTR102539_c10_g7	135	104	351	109	160	79	114	55	61	128	166	142	122	93	
isogroupTR102539_c9_g1	350	267	1033	289	453	261	382	167	205	400	435	354	271	243	
isogroupTR102540_c3_g2	5	1	10	1	3	0	2	1	0	6	5	4	1	1	
isogroupTR102540_c4_g1	17	11	45	13	14	9	10	10	5	36	23	36	15	29	
isogroupTR102544_c2_g1	3	1	4	2	1	1	4	1	2	3	3	4	3	2	
isogroupTR102544_c3_g1	115	46	225	43	65	77	65	47	23	103	86	70	86	51	
isogroupTR102546_c2_g1	1	0	2	0	0	0	0	0	2	0	1	0	1	0	
isogroupTR102547_c2_g2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroupTR102547_c2_g3	5	6	4	5	7	2	1	2	0	5	5	2	6	3	
isogroupTR102548_c0_g1	106	88	121	74	67	227	53	46	162	125	136	97	79	77	
isogroupTR102549_c1_g1	11	9	16	11	9	11	7	4	9	7	12	4	15	8	
isogroupTR102549_c1_g2	3	4	3	0	1	2	1	3	3	2	7	3	2	2	
isogroupTR102550_c2_g2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR102550_c7_g1	2	3	6	3	0	1	3	1	8	6	1	2	2	0	
isogroupTR102550_c9_g1	0	1	5	2	3	1	4	0	1	2	2	0	4	4	
isogroupTR102551_c2_g1	1	3	5	3	0	0	0	1	0	4	0	0	0	0	
isogroupTR102551_c3_g10	0	0	1	0	3	0	2	0	0	1	2	0	1	2	
isogroupTR102551_c3_g5	0	0	14	4	0	1	5	0	1	0	7	2	13	2	
isogroupTR102553_c5_g9	48	65	108	75	42	42	98	49	40	43	130	73	156	83	
isogroupTR102554_c8_g1	15	17	35	10	7	33	9	10	7	38	13	34	12	17	
isogroupTR102554_c9_g1	169	104	388	107	204	184	186	119	147	164	352	236	285	175	
isogroupTR102554_c9_g2	170	54	179	59	51	82	61	35	54	110	241	125	121	71	
isogroupTR102554_c9_g3	27	28	75	29	14	32	23	24	11	27	36	29	31	22	
isogroupTR102556_c7_g1	28	17	89	22	37	27	27	19	20	28	40	31	41	29	
isogroupTR102558_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR102558_c2_g10	2	3	8	4	11	5	6	2	1	3	7	10	9	6	
isogroupTR102558_c2_g6	0	0	0	0	1	0	0	0	1	0	0	0	0	0	
isogroupTR102558_c2_g9	1	1	5	0	2	5	0	1	3	2	5	3	4	3	
isogroupTR102559_c3_g20	33	28	69	36	53	32	34	23	43	59	48	56	41	38	
isogroupTR102559_c4_g1	251	164	499	213	91	82	164	231	89	242	547	413	242	252	
isogroupTR102560_c4_g1	1	4	2	9	1	2	2	2	2	0	4	4	3	5	
isogroupTR102561_c2_g3	23	19	49	8	11	5	16	3	5	19	9	11	18	8	
isogroupTR102564_c0_g1	163	138	210	165	76	81	116	54	117	91	266	163	144	165	
isogroupTR102564_c0_g3	54	10	27	5	0	0	1	1	0	1	13	4	3	4	
isogroupTR102564_c0_g4	6	3	39	14	25	75	16	14	8	16	27	28	14	26	
isogroupTR102564_c0_g5	43	19	47	4	0	1	10	22	15	45	23	22	20	17	
isogroupTR102567_c3_g1	18	10	22	6	13	4	2	7	1	3	10	16	18	9	
isogroupTR102571_c0_g2	1	1	3	1	0	2	2	2	0	2	4	1	2	1	
isogroupTR102571_c3_g1	1	3	5	0	2	0	1	1	2	1	1	2	6	4	
isogroupTR102571_c4_g1	49	7	37	16	10	11	11	8	28	40	70	20	20	22	
isogroupTR102572_c8_g2	112	86	249	117	75	118	94	86	49	81	107	141	176	121	
isogroupTR102573_c6_g1	101	75	172	87	151	128	118	71	55	104	140	167	122	172	
isogroupTR102573_c7_g4	259	67	177	67	135	105	106	61	36	71	318	155	173	104	
isogroupTR102574_c0_g1	14	27	47	23	27	11	26	6	17	21	56	23	37	40	
isogroupTR102575_c3_g1	1	2	3	0	1	0	3	0	0	0	0	0	0	3	
isogroupTR102575_c4_g3	13	2	27	7	9	5	4	3	2	4	3	11	7	5	
isogroupTR102575_c4_g4	5	0	10	3	1	0	3	3	1	4	6	1	7	6	
isogroupTR102576_c0_g1	60	70	206	100	94	22	118	55	28	67	102	113	141	83	
isogroupTR102577_c6_g3	90	35	184	56	95	55	51	61	24	84	94	109	104	78	
isogroupTR102577_c6_g4	72	29	153	50	51	21	41	21	30	75	55	43	36	43	
isogroupTR102577_c6_g6	23	17	63	12	7	7	15	17	11	25	26	22	17	14	
isogroupTR102578_c6_g1	6	9	7	8	6	3	3	2	4	3	11	10	2	4	
isogroupTR102578_c7_g1	69	25	126	27	43	24	73	30	34	34	268	79	129	59	
isogroupTR102580_c3_g1	100	36	110	41	29	162	45	28	40	51	129	101	31	61	
isogroupTR102581_c0_g1	7	5	19	10	13	8	10	3	4	14	15	13	11	16	
isogroupTR102581_c0_g2	27	17	63	23	36	68	15	12	35	51	34	39	40	33	
isogroupTR102582_c0_g1	275	223	514	208	200	138	168	103	124	252	395	278	312	270	
isogroupTR102583_c6_g2	19	4	16	7	15	1	9	5	2	8	11	15	7	6	
isogroupTR102584_c2_g3	5	13	27	21	22	11	10	17	1	14	19	14	24	14	
isogroupTR102585_c3_g1	254	105	247	83	100	99	78	62	110	73	218	121	171	156	
isogroupTR102585_c3_g2	35	14	26	8	9	12	10	2	13	8	34	14	9	10	
isogroupTR102587_c2_g1	154	48	216	59	110	111	44	40	32	110	109	83	125	82	
isogroupTR102589_c4_g1	10	10	20	15	14	19	28	10	15	14	35	26	28	26	
isogroupTR102589_c5_g1	0	0	3	0	0	0	0	0	1	1	2	0	1	2	
isogroupTR102589_c6_g2	47	28	65	25	48	25	31	12	22	38	54	35	53	46	
isogroupTR102589_c7_g2	86	27	103	30	36	55	41	30	21	50	96	64	67	51	
isogroupTR102595_c0_g1	101	41	197	68	56	57	68	47	49	83	149	75	88	66	
isogroupTR102596_c2_g1	6	12	30	14	9	12	6	5	10	25	19	17	20	10	
isogroupTR102597_c3_g3	37	14	44	18	31	27	21	16	21	28	55	34	25	25	
isogroupTR102599_c4_g1	204	30	91	10	22	28	13	11	17	153	41	31	26	19	
isogroupTR102599_c5_g1	59	64	106	28	25	260	31	48	58	139	170	78	34	52	
isogroupTR102600_c10_g1	10	8	10	9	6	1	4	3	2	17	14	5	5	8	
isogroupTR102600_c11_g6	272	217	448	198	208	145	174	89	155	288	373	228	312	224	
isogroupTR102600_c7_g4	52	24	76	26	31	56	38	41	24	43	57	46	59	26	
isogroupTR102601_c2_g3	130	60	199	62	79	64	89	53	37	109	156	130	112	95	
isogroupTR102602_c6_g1	4	3	3	1	2	2	6	0	3	5	9	4	8	1	
isogroupTR102602_c9_g3	61	74	47	22	23	49	19	10	4	15	65	41	12	13	
isogroupTR102604_c2_g3	2	4	5	2	1	4	2	0	1	3	2	4	3	0	
isogroupTR102605_c5_g2	31	23	213	66	4	6	56	51	14	56	89	96	60	45	
isogroupTR102605_c6_g1	1	0	10	5	5	1	5	3	0	0	0	2	5	6	
isogroupTR102606_c1_g1	42	17	82	12	47	57	22	23	19	31	99	65	65	30	
isogroupTR102609_c1_g1	5	8	9	9	4	9	8	2	8	5	16	10	4	10	
isogroupTR102609_c1_g2	6	4	18	2	2	2	2	4	4	10	9	7	4	6	
isogroupTR102611_c2_g1	86	31	101	26	54	47	37	43	24	68	52	48	25	26	
isogroupTR102611_c3_g4	17	4	29	5	8	5	6	10	4	6	22	12	15	8	
isogroupTR102614_c2_g1	246	75	253	117	111	64	101	68	57	102	166	126	103	98	
isogroupTR102615_c0_g1	183	98	467	108	186	56	159	47	72	138	183	200	178	140	
isogroupTR102616_c0_g2	4	4	9	2	3	11	1	3	3	5	16	8	12	9	
isogroupTR102616_c0_g3	8	3	7	2	5	5	3	2	0	2	0	1	1	0	
isogroupTR102617_c5_g1	4	2	4	3	3	1	4	0	6	4	3	4	17	5	
isogroupTR102617_c6_g10	0	1	3	0	3	1	2	1	0	0	1	1	3	0	
isogroupTR102617_c6_g12	0	0	3	0	0	1	2	0	1	0	1	0	1	0	
